id,part,module,exercise,activity,sequence,block_type,content_id,connection_id
100713,2,4,1,0,714,prompt,100146,
100714,2,4,1,0,715,prompt,100147,
100715,2,4,1,0,716,content,100508,
100716,2,4,1,0,717,prompt,100148,
100717,2,4,1,0,718,prompt,100149,
100718,2,4,1,0,719,content,100509,
100719,2,4,1,0,720,prompt,100150,
100720,2,4,1,0,721,prompt,100151,
100721,2,4,2,0,722,content,100510,
100722,2,4,2,0,723,prompt,100152,
100723,2,4,2,0,724,prompt,100153,
100724,2,4,3,0,725,content,100511,
100725,2,4,3,0,726,prompt,100154,
100726,2,4,3,0,727,prompt,100155,
100727,2,4,4,0,728,content,100512,
100728,2,4,4,0,729,prompt,100156,
100729,2,4,4,0,730,prompt,100157,
100730,2,4,5,0,731,content,100513,
100731,2,4,5,0,732,prompt,100158,
100732,2,4,5,0,733,prompt,100159,
100733,2,4,6,0,734,content,100514,
100734,2,4,6,0,735,prompt,100160,
100735,2,4,6,0,736,content,100515,
100736,2,4,6,0,737,content,100516,
100737,2,4,6,0,738,content,100517,
100738,2,4,6,0,739,content,100518,
100739,2,4,6,0,740,content,100519,
100740,2,4,6,0,741,content,100520,
100741,2,4,6,0,742,tool,100000,
100742,2,5,0,0,743,content,100521,
100743,2,5,0,0,744,content,100522,
100744,2,5,0,0,745,content,100523,
100745,2,5,0,0,746,content,100524,
100746,2,5,0,0,747,content,100525,
100747,2,5,0,0,748,content,100526,
100748,2,5,0,0,749,content,100527,
100749,2,5,0,0,750,content,100528,
100750,2,5,0,0,751,content,100529,
100751,2,5,0,0,752,content,100530,
100752,2,5,0,0,753,content,100531,
100753,2,5,0,0,754,content,100532,
100754,2,5,0,0,755,content,100533,
100755,2,5,0,0,756,content,100534,
100756,2,5,0,0,757,content,100535,
100757,2,5,0,0,758,content,100536,
100758,2,5,0,0,759,tool,100028,
100759,2,5,0,0,760,content,100537,
100760,2,5,0,0,761,content,100538,
100761,2,5,0,0,762,content,100539,
100762,2,5,0,0,763,content,100540,
100763,2,5,0,0,764,content,100541,
100764,2,5,0,0,765,content,100542,
100765,2,5,0,0,766,content,100543,
100766,2,5,0,0,767,content,100544,
100767,2,5,0,0,768,content,100545,
100768,2,5,0,0,769,content,100546,
100769,2,5,0,0,770,prompt,100161,
100770,2,5,0,0,771,content,100547,
100771,2,5,0,0,772,content,100548,
100772,2,5,0,0,773,content,100549,
100773,2,5,0,0,774,content,100550,
100774,2,5,0,0,775,content,100551,
100775,2,5,0,0,776,content,100552,
100776,2,5,0,0,777,content,100553,
100777,2,5,0,0,778,content,100554,
100778,2,5,0,0,779,content,100555,
100779,2,5,0,0,780,content,100556,
100780,2,5,0,0,781,content,100557,
100781,2,5,0,0,782,prompt,100162,
100782,2,5,0,0,783,content,100558,
100783,2,5,0,0,784,prompt,100163,
100784,2,5,0,0,785,content,100559,
100785,2,5,0,0,786,content,100560,
100786,2,5,0,0,787,content,100561,
100787,2,5,0,0,788,content,100562,
100788,2,5,0,0,789,content,100563,
100789,2,5,0,0,790,content,100564,
100790,2,5,0,0,791,content,100565,
100791,2,5,0,0,792,content,100566,
100792,2,5,0,0,793,content,100567,
100793,2,5,0,0,794,tool,100000,
100794,2,5,0,0,795,content,100568,
100795,2,5,0,0,796,prompt,100164,
100796,2,5,0,0,797,content,100569,
100797,2,5,0,0,798,prompt,100165,
100798,2,5,0,0,799,content,100570,
100799,2,5,0,0,800,prompt,100166,
100800,2,5,0,0,801,content,100571,
100801,2,5,0,0,802,content,100572,
100802,2,5,0,0,803,content,100573,
100803,2,5,0,0,804,content,100574,
100804,2,5,0,0,805,content,100575,
100805,2,5,0,0,806,content,100576,
100806,2,5,0,0,807,content,100577,
100807,2,5,0,0,808,content,100578,
100808,2,5,0,0,809,content,100579,
100809,2,5,0,0,810,content,100580,
100810,2,5,0,0,811,content,100581,
100811,2,5,0,0,812,content,100582,
100812,2,5,0,0,813,content,100583,
100813,2,5,0,0,814,content,100584,
100814,2,5,0,0,815,content,100585,
100815,2,5,0,0,816,prompt,100167,
100816,2,5,0,0,817,content,100586,
100817,2,5,0,0,818,content,100587,
100818,2,5,0,0,819,content,100588,
100819,2,5,0,0,820,content,100589,
100820,2,5,0,0,821,content,100590,
100821,2,5,0,0,822,content,100591,
100822,2,5,0,0,823,content,100592,
100823,2,5,0,0,824,content,100593,
100824,2,5,0,0,825,content,100594,
100825,2,5,0,0,826,content,100595,
100826,2,5,0,0,827,content,100596,
100827,2,5,0,0,828,content,100597,
100828,2,5,0,0,829,content,100598,
100829,2,5,0,0,830,prompt,100168,
100830,2,5,0,0,831,content,100599,
100831,2,5,0,0,832,content,100600,
100832,2,5,0,0,833,content,100601,
100833,2,5,0,0,834,content,100602,
100834,2,5,0,0,835,content,100603,
100835,2,5,0,0,836,content,100604,
100836,2,5,0,0,837,content,100605,
100837,2,5,0,0,838,content,100606,
100838,2,5,0,0,839,content,100607,
100839,2,5,0,0,840,content,100608,
100840,2,5,0,0,841,content,100609,
100841,2,5,0,0,842,content,100610,
100842,2,5,0,0,843,prompt,100169,
