id,part,module,exercise,activity,sequence,block_type,content_id,connection_id
100712,2,4,3,3,713,content,100524,
100713,2,4,3,3,714,tool,100000,
100714,2,4,3,0,715,content,100525,
100715,2,4,3,0,716,content,100526,
100716,2,4,3,0,717,content,100527,
100717,2,5,0,0,718,content,100528,
100718,2,5,0,0,719,content,100529,
100719,2,5,0,0,720,content,100530,
100720,2,5,0,0,721,content,100531,
100721,2,5,0,0,722,content,100532,
100722,2,5,0,0,723,content,100533,
100723,2,5,0,0,724,content,100534,
100724,2,5,0,0,725,content,100535,
100725,2,5,0,0,726,content,100536,
100726,2,5,0,0,727,content,100537,
100727,2,5,0,0,728,content,100538,
100728,2,5,1,0,729,content,100539,
100729,2,5,1,0,730,content,100540,
100730,2,5,1,0,731,content,100541,
100731,2,5,1,0,732,content,100542,
100732,2,5,1,0,733,content,100543,
100733,2,5,1,0,734,content,100544,
100734,2,5,1,0,735,content,100545,
100735,2,5,1,0,736,content,100546,
100736,2,5,1,0,737,content,100547,
100737,2,5,1,1,738,content,100548,
100738,2,5,1,1,739,content,100549,
100739,2,5,1,1,740,prompt,100153,
100740,2,5,1,1,741,prompt,100154,
100741,2,5,1,1,742,prompt,100155,
100742,2,5,2,0,743,content,100550,
100743,2,5,2,0,744,content,100551,
100744,2,5,2,0,745,content,100552,
100745,2,5,2,0,746,content,100553,
100746,2,5,2,0,747,content,100554,
100747,2,5,2,0,748,content,100555,
100748,2,5,2,1,749,content,100556,
100749,2,5,2,1,750,prompt,100156,
100750,2,5,2,1,751,content,100557,
100751,2,5,2,1,752,content,100558,
100752,2,5,2,1,753,content,100559,100026
100753,2,5,2,2,754,content,100560,
100754,2,5,2,2,755,prompt,100157,
100755,2,5,2,2,756,content,100561,
100756,2,5,2,2,757,content,100562,
100757,2,5,2,2,758,content,100563,
100758,2,5,2,2,759,content,100564,
100759,2,5,2,2,760,content,100565,
100760,2,5,2,2,761,content,100566,
100761,2,5,2,2,762,content,100567,
100762,2,5,2,2,763,content,100568,
100763,2,5,2,2,764,content,100569,
100764,2,5,2,2,765,content,100570,
100765,2,5,2,2,766,content,100571,
100766,2,5,2,2,767,content,100572,
100767,2,5,2,2,768,content,100573,
100768,2,5,2,3,769,content,100574,
100769,2,5,2,3,770,prompt,100158,
100770,2,5,2,3,771,prompt,100159,
100771,2,5,2,3,772,prompt,100160,
100772,2,5,2,3,773,prompt,100161,
100773,2,5,2,3,774,content,100575,
100774,2,5,2,3,775,content,100576,
100775,2,5,2,3,776,content,100577,
100776,2,5,2,4,777,content,100578,
100777,2,5,2,4,778,prompt,100162,
100778,2,5,2,4,779,prompt,100163,
100779,2,5,3,0,780,content,100579,
100780,2,5,3,0,781,content,100580,
100781,2,5,3,0,782,content,100581,100028
100782,2,5,3,0,783,content,100582,
100783,2,5,3,0,784,content,100583,
100784,2,5,3,0,785,content,100584,
100785,2,5,3,0,786,content,100585,
100786,2,5,3,0,787,content,100586,
100787,2,5,3,0,788,content,100587,
100788,2,5,3,0,789,content,100588,
100789,2,5,3,1,790,content,100589,
100790,2,5,3,1,791,content,100590,
100791,2,5,3,1,792,content,100591,
100792,2,5,3,1,793,prompt,100164,
100793,2,5,3,2,794,content,100592,
100794,2,5,3,2,795,content,100593,
100795,2,5,3,2,796,content,100594,
100796,2,5,3,2,797,content,100595,
100797,2,5,3,2,798,prompt,100165,
100798,2,5,3,0,799,content,100596,
100799,2,5,3,0,800,content,100597,
100800,2,5,3,0,801,content,100598,
100801,2,5,3,0,802,content,100599,
100802,2,5,3,0,803,content,100600,
100803,2,5,3,0,804,content,100601,
100804,2,5,3,0,805,content,100602,
100805,2,5,0,0,806,content,100603,
100806,2,5,0,0,807,content,100604,
100807,2,5,0,0,808,content,100605,
100808,2,5,0,0,809,content,100606,
100809,2,5,0,0,810,content,100607,
100810,2,5,0,0,811,content,100608,
100811,2,5,0,0,812,content,100609,
100812,2,5,0,0,813,content,100610,
100813,2,5,0,0,814,content,100611,
100814,2,5,0,0,815,content,100612,
100815,2,5,0,0,816,content,100613,
100816,2,5,0,0,817,content,100614,
100817,2,5,0,0,818,content,100615,
100818,2,5,0,0,819,content,100616,
100819,2,5,0,0,820,content,100617,
100820,2,5,0,0,821,content,100618,
100821,2,5,0,0,822,content,100619,
100822,3,0,0,0,823,content,100620,
100823,3,0,0,0,824,content,100621,
100824,3,0,0,0,825,content,100622,
100825,3,0,0,0,826,content,100623,
100826,3,0,0,0,827,content,100624,
100827,3,0,0,0,828,content,100625,
100828,3,0,0,0,829,content,100626,100036
100829,3,0,0,0,830,content,100627,
100830,3,0,0,0,831,content,100628,
100831,3,0,0,0,832,content,100629,
100832,3,0,0,0,833,content,100630,
100833,3,0,0,0,834,content,100631,
100834,3,0,0,0,835,content,100632,
100835,3,0,0,0,836,content,100633,
100836,3,0,0,0,837,content,100634,
100837,3,1,0,0,838,content,100635,
100838,3,1,0,0,839,content,100636,
100839,3,1,0,0,840,content,100637,
100840,3,1,0,0,841,content,100638,
100841,3,1,0,0,842,content,100639,
100842,3,1,0,0,843,content,100640,
100843,3,1,0,0,844,content,100641,
100844,3,1,0,0,845,content,100642,
100845,3,1,0,0,846,content,100643,
100846,3,1,0,0,847,content,100644,
100847,3,1,0,0,848,content,100645,
100848,3,1,1,0,849,content,100646,
100849,3,1,1,0,850,content,100647,
100850,3,1,1,0,851,content,100648,100037
100851,3,1,1,1,852,content,100649,
100852,3,1,1,1,853,content,100650,
100853,3,1,1,2,854,content,100651,
100854,3,1,1,2,855,content,100652,
100855,3,1,1,2,856,content,100653,100037
100856,3,1,1,2,857,tool,100014,100037
100857,3,1,2,0,858,content,100654,
100858,3,1,2,0,859,content,100655,
100859,3,1,2,0,860,content,100656,100038
100860,3,1,2,1,861,content,100657,
100861,3,1,2,1,862,prompt,100166,
100862,3,1,2,1,863,prompt,100167,
100863,3,1,2,2,864,content,100658,
100864,3,1,2,2,865,prompt,100168,
100865,3,1,2,2,866,prompt,100169,
100866,3,1,2,3,867,content,100659,
100867,3,1,2,3,868,prompt,100170,
100868,3,1,2,3,869,prompt,100171,
100869,3,1,2,4,870,content,100660,
100870,3,1,2,4,871,content,100661,
100871,3,1,2,4,872,content,100662,
100872,3,1,2,4,873,content,100663,
100873,3,1,2,4,874,content,100664,100038
100874,3,1,2,4,875,tool,100015,100038
100875,3,1,2,5,876,content,100665,
100876,3,1,2,5,877,prompt,100172,
100877,3,1,2,6,878,content,100666,
100878,3,1,2,6,879,prompt,100173,
100879,3,1,2,7,880,content,100667,
100880,3,1,2,7,881,prompt,100174,
100881,3,1,2,8,882,content,100668,
100882,3,1,2,8,883,prompt,100175,
100883,3,1,2,0,884,content,100669,
100884,3,1,2,0,885,content,100670,
100885,3,1,2,0,886,content,100671,
100886,3,1,2,0,887,content,100672,
100887,3,2,0,0,888,content,100673,
100888,3,2,0,0,889,content,100674,
100889,3,2,0,0,890,content,100675,
100890,3,2,0,0,891,content,100676,
100891,3,2,0,0,892,content,100677,
100892,3,2,0,0,893,content,100678,
100893,3,2,0,0,894,content,100679,
100894,3,2,0,0,895,content,100680,
100895,3,2,0,0,896,content,100681,
100896,3,2,0,0,897,content,100682,
100897,3,2,0,0,898,content,100683,
100898,3,2,0,0,899,content,100684,
100899,3,2,0,0,900,content,100685,
100900,3,2,1,0,901,content,100686,
100901,3,2,1,0,902,content,100687,
100902,3,2,1,1,903,content,100688,
100903,3,2,1,1,904,content,100689,
100904,3,2,1,1,905,prompt,100176,
100905,3,2,1,1,906,prompt,100177,
100906,3,2,1,2,907,content,100690,
100907,3,2,1,2,908,content,100691,
100908,3,2,1,2,909,prompt,100178,
100909,3,2,1,2,910,prompt,100179,
100910,3,2,2,0,911,content,100692,
100911,3,2,2,0,912,content,100693,
100912,3,2,2,1,913,content,100694,
100913,3,2,2,1,914,content,100695,
100914,3,2,2,1,915,prompt,100180,
100915,3,2,2,1,916,prompt,100181,
100916,3,2,2,1,917,prompt,100182,
100917,3,2,2,2,918,content,100696,
100918,3,2,2,2,919,content,100697,
100919,3,2,2,2,920,prompt,100183,
100920,3,2,2,3,921,content,100698,
100921,3,2,2,3,922,content,100699,
100922,3,2,2,3,923,prompt,100184,
100923,3,2,2,4,924,content,100700,
100924,3,2,2,4,925,content,100701,100040
100925,3,2,2,4,926,prompt,100185,
100926,3,2,2,5,927,content,100702,
100927,3,2,2,5,928,content,100703,
100928,3,2,2,5,929,prompt,100186,
100929,3,2,2,5,930,prompt,100187,
100930,3,2,3,0,931,content,100704,
100931,3,2,3,0,932,content,100705,
100932,3,2,3,0,933,content,100706,
100933,3,2,3,0,934,content,100707,
100934,3,2,3,0,935,content,100708,
100935,3,2,3,0,936,content,100709,
100936,3,2,3,0,937,content,100710,
100937,3,2,3,0,938,content,100711,
100938,3,2,3,0,939,content,100712,
100939,3,2,3,0,940,content,100713,
100940,3,2,3,1,941,content,100714,
100941,3,2,3,1,942,content,100715,100041
100942,3,2,3,1,943,content,100716,100041
100943,3,2,3,1,944,tool,100016,100041
100944,3,2,3,1,945,content,100717,
100945,3,2,4,0,946,content,100718,
100946,3,2,4,0,947,content,100719,
100947,3,2,4,0,948,content,100720,
100948,3,2,4,1,949,content,100721,
100949,3,2,4,1,950,content,100722,
100950,3,2,4,1,951,prompt,100188,
100951,3,2,4,2,952,content,100723,
100952,3,2,4,2,953,content,100724,100042
100953,3,2,4,2,954,prompt,100189,
100954,3,2,4,3,955,content,100725,
100955,3,2,4,3,956,content,100726,
100956,3,2,4,3,957,prompt,100190,
100957,3,2,4,4,958,content,100727,
100958,3,2,4,4,959,content,100728,
100959,3,2,4,4,960,prompt,100191,
100960,3,2,4,4,961,prompt,100192,
100961,3,2,4,5,962,content,100729,
100962,3,2,4,5,963,content,100730,
100963,3,2,4,5,964,prompt,100193,
100964,3,2,4,5,965,prompt,100194,
100965,3,2,4,5,966,prompt,100195,
100966,3,2,4,6,967,content,100731,
100967,3,2,4,6,968,prompt,100196,
100968,3,2,4,7,969,content,100732,
100969,3,2,4,7,970,content,100733,
100970,3,2,4,7,971,content,100734,
100971,3,2,4,7,972,tool,100000,
100972,3,2,4,0,973,content,100735,
100973,3,3,0,0,974,content,100736,
100974,3,3,0,0,975,content,100737,
100975,3,3,0,0,976,content,100738,
100976,3,3,0,0,977,content,100739,
100977,3,3,0,0,978,content,100740,
100978,3,3,0,0,979,content,100741,
100979,3,3,0,0,980,content,100742,
100980,3,3,0,0,981,content,100743,
100981,3,3,0,0,982,content,100744,
100982,3,3,0,0,983,content,100745,
100983,3,3,0,0,984,content,100746,
100984,3,3,0,0,985,content,100747,
100985,3,3,0,0,986,content,100748,
100986,3,3,0,0,987,content,100749,
100987,3,3,0,0,988,content,100750,
100988,3,3,0,0,989,content,100751,
100989,3,3,0,0,990,content,100752,
100990,3,3,0,0,991,content,100753,
100991,3,3,1,0,992,content,100754,
100992,3,3,1,0,993,content,100755,
100993,3,3,1,0,994,content,100756,
100994,3,3,1,0,995,content,100757,
100995,3,3,1,1,996,content,100758,
100996,3,3,1,1,997,content,100759,
100997,3,3,1,1,998,content,100760,
100998,3,3,1,1,999,prompt,100197,
100999,3,3,1,2,1000,content,100761,
101000,3,3,1,2,1001,content,100762,
101001,3,3,1,2,1002,content,100763,
101002,3,3,1,2,1003,prompt,100198,
101003,3,3,1,3,1004,content,100764,
101004,3,3,1,3,1005,content,100765,
101005,3,3,1,3,1006,content,100766,
101006,3,3,1,3,1007,prompt,100199,
101007,3,3,1,4,1008,content,100767,
101008,3,3,1,4,1009,content,100768,
101009,3,3,1,4,1010,content,100769,
101010,3,3,1,4,1011,prompt,100200,
101011,3,3,1,5,1012,content,100770,
101012,3,3,1,5,1013,content,100771,
101013,3,3,1,5,1014,content,100772,
101014,3,3,1,5,1015,prompt,100201,
101015,3,3,2,0,1016,content,100773,
101016,3,3,2,0,1017,content,100774,
101017,3,3,2,0,1018,content,100775,
101018,3,3,2,0,1019,content,100776,
101019,3,3,2,1,1020,content,100777,
101020,3,3,2,1,1021,content,100778,
101021,3,3,2,1,1022,content,100779,
101022,3,3,2,1,1023,content,100780,
101023,3,3,2,1,1024,content,100781,
101024,3,3,2,1,1025,content,100782,
101025,3,3,2,1,1026,content,100783,
101026,3,3,2,1,1027,content,100784,
101027,3,3,2,1,1028,content,100785,
101028,3,3,2,1,1029,content,100786,
101029,3,3,2,1,1030,content,100787,
101030,3,3,3,0,1031,content,100788,
101031,3,3,3,0,1032,content,100789,
101032,3,3,3,0,1033,content,100790,
101033,3,3,3,1,1034,content,100791,
101034,3,3,3,1,1035,content,100792,
101035,3,3,3,1,1036,content,100793,
101036,3,3,3,1,1037,content,100794,
101037,3,3,4,0,1038,content,100795,
101038,3,3,4,0,1039,content,100796,
101039,3,3,4,0,1040,content,100797,
101040,3,3,4,0,1041,content,100798,
101041,3,3,4,0,1042,content,100799,
101042,3,3,4,1,1043,content,100800,
101043,3,3,4,1,1044,content,100801,100043
101044,3,3,4,1,1045,prompt,100202,
101045,3,3,4,1,1046,prompt,100203,
101046,3,3,4,2,1047,content,100802,
101047,3,3,4,2,1048,content,100803,
101048,3,3,4,2,1049,content,100804,
101049,3,3,4,2,1050,content,100805,
101050,3,3,4,2,1051,content,100806,
101051,3,3,4,2,1052,content,100807,
101052,3,3,4,2,1053,content,100808,
101053,3,3,4,2,1054,content,100809,
101054,3,3,4,3,1055,content,100810,
101055,3,3,4,3,1056,content,100811,100037
101056,3,3,4,3,1057,tool,100017,100037
101057,3,3,4,4,1058,content,100812,
101058,3,3,4,4,1059,content,100813,
101059,3,3,4,4,1060,content,100814,
101060,3,3,4,5,1061,content,100815,
101061,3,3,4,5,1062,content,100816,
101062,3,3,4,5,1063,content,100817,
101063,3,3,4,5,1064,content,100818,
101064,3,3,4,6,1065,content,100819,
101065,3,3,4,6,1066,content,100820,
101066,3,3,4,6,1067,content,100821,
101067,3,3,4,6,1068,content,100822,
101068,3,3,4,6,1069,content,100823,
101069,3,3,5,0,1070,content,100824,
101070,3,3,5,0,1071,content,100825,
101071,3,3,5,1,1072,content,100826,
101072,3,3,5,1,1073,content,100827,
101073,3,3,5,1,1074,content,100828,
101074,3,3,5,1,1075,content,100829,
101075,3,3,5,2,1076,content,100830,
101076,3,3,5,2,1077,content,100831,
101077,3,3,5,2,1078,content,100832,
101078,3,3,5,2,1079,content,100833,100044
101079,3,3,5,2,1080,content,100834,
101080,3,3,5,2,1081,content,100835,
101081,3,3,5,2,1082,content,100836,
101082,3,3,5,0,1083,content,100837,
101083,3,3,5,0,1084,content,100838,
101084,3,3,5,0,1085,content,100839,
101085,3,3,5,0,1086,content,100840,
101086,3,3,5,0,1087,content,100841,
101087,3,3,5,0,1088,content,100842,
101088,3,4,0,0,1089,content,100843,
101089,3,4,0,0,1090,content,100844,
101090,3,4,0,0,1091,content,100845,
101091,3,4,0,0,1092,content,100846,
101092,3,4,0,0,1093,content,100847,
101093,3,4,0,0,1094,content,100848,
101094,3,4,0,0,1095,content,100849,
101095,3,4,0,0,1096,content,100850,
101096,3,4,0,0,1097,content,100851,
101097,3,4,1,0,1098,content,100852,
101098,3,4,1,0,1099,content,100853,
101099,3,4,1,1,1100,content,100854,
101100,3,4,1,1,1101,content,100855,
101101,3,4,1,1,1102,content,100856,100061
101102,3,4,1,1,1103,tool,100018,100061
101103,3,4,1,2,1104,content,100857,
101104,3,4,1,2,1105,content,100858,
101105,3,4,1,2,1106,tool,100019,
101106,3,4,2,0,1107,content,100859,
101107,3,4,2,0,1108,content,100860,
101108,3,4,2,1,1109,content,100861,
101109,3,4,2,1,1110,content,100862,
101110,3,4,2,1,1111,content,100863,
101111,3,4,2,1,1112,tool,100020,
101112,3,4,2,2,1113,content,100864,
101113,3,4,2,2,1114,content,100865,
101114,3,4,2,2,1115,content,100866,
101115,3,4,2,2,1116,tool,100020,
101116,3,4,2,0,1117,content,100867,
101117,3,5,0,0,1118,content,100868,
101118,3,5,0,0,1119,content,100869,
101119,3,5,0,0,1120,content,100870,
101120,3,5,0,0,1121,content,100871,
101121,3,5,0,0,1122,content,100872,
101122,3,5,0,0,1123,content,100873,
101123,3,5,0,0,1124,content,100874,
101124,3,5,1,0,1125,content,100875,
101125,3,5,1,0,1126,content,100876,
101126,3,5,1,1,1127,content,100877,
101127,3,5,1,1,1128,content,100878,
101128,3,5,1,1,1129,content,100879,
101129,3,5,1,1,1130,tool,100021,
101130,3,5,2,0,1131,content,100880,
101131,3,5,2,0,1132,content,100881,
101132,3,5,2,1,1133,content,100882,
101133,3,5,2,1,1134,content,100883,
101134,3,5,2,1,1135,content,100884,
101135,3,5,2,1,1136,tool,100022,
101136,3,5,2,2,1137,content,100885,
101137,3,5,2,2,1138,content,100886,
101138,3,5,2,2,1139,content,100887,
101139,3,5,2,2,1140,tool,100022,
101140,3,5,3,0,1141,content,100888,
101141,3,5,3,0,1142,content,100889,
101142,3,5,3,1,1143,content,100890,
101143,3,5,3,1,1144,content,100891,
101144,3,5,3,1,1145,content,100892,
101145,3,5,3,1,1146,tool,100023,
101146,3,5,3,2,1147,content,100893,
101147,3,5,3,2,1148,content,100894,
101148,3,5,3,2,1149,tool,100024,
101149,3,5,4,0,1150,content,100895,
101150,3,5,4,0,1151,content,100896,
101151,3,5,4,1,1152,content,100897,
101152,3,5,4,1,1153,content,100898,
101153,3,5,4,2,1154,content,100899,
101154,3,5,4,2,1155,content,100900,
101155,3,5,4,2,1156,content,100901,
101156,3,5,4,2,1157,tool,100025,
101157,3,5,5,0,1158,content,100902,
101158,3,5,5,0,1159,content,100903,
101159,3,5,5,1,1160,content,100904,
101160,3,5,5,1,1161,content,100905,
101161,3,5,5,1,1162,content,100906,
101162,3,5,5,1,1163,tool,100026,
101163,3,5,5,0,1164,content,100907,
101164,3,5,5,0,1165,content,100908,
101165,3,5,5,0,1166,content,100909,
101166,3,5,5,0,1167,content,100910,
101167,3,5,5,0,1168,content,100911,100045
101168,3,5,5,0,1169,content,100912,
101169,3,5,5,0,1170,content,100913,
101170,3,5,5,0,1171,content,100914,
101171,3,5,0,0,1172,content,100915,
101172,3,5,0,0,1173,content,100916,
101173,3,5,0,0,1174,content,100917,
101174,3,5,0,0,1175,content,100918,
101175,3,5,0,0,1176,content,100919,
101176,3,5,0,0,1177,content,100920,
101177,3,5,0,0,1178,content,100921,
101178,3,5,0,0,1179,content,100922,
101179,3,5,0,0,1180,content,100923,
101180,3,5,0,0,1181,content,100924,100046
101181,3,5,0,0,1182,content,100925,
101182,3,5,0,0,1183,content,100926,
101183,3,5,0,0,1184,content,100927,
101184,3,5,0,0,1185,content,100928,
101185,3,5,0,0,1186,content,100929,
101186,3,5,0,0,1187,content,100930,
